Sample	Gene	Ratio	Heterozygosis	Order
1000206901	KIR2DS5	0.000000	heterozygosis: unknown	1
1000206901	KIR2DS3	0.635713	heterozygosis: unknown	1
100102082	KIR2DS5	0.000000	heterozygosis: unknown	2
100102082	KIR2DS3	0.000000	heterozygosis: unknown	2
1001207701	KIR2DS5	0.000000	heterozygosis: unknown	3
1001207701	KIR2DS3	0.000000	heterozygosis: unknown	3
1002209901	KIR2DS5	0.000000	heterozygosis: unknown	4
1002209901	KIR2DS3	0.000000	heterozygosis: unknown	4
1004211301	KIR2DS5	0.000000	heterozygosis: unknown	5
1004211301	KIR2DS3	0.000000	heterozygosis: unknown	5
1005214101	KIR2DS5	0.000000	heterozygosis: unknown	6
1005214101	KIR2DS3	0.000000	heterozygosis: unknown	6
1007215301	KIR2DS5	0.000000	heterozygosis: unknown	7
1007215301	KIR2DS3	0.961494	heterozygosis: unknown	7
1008216701	KIR2DS5	0.000000	heterozygosis: unknown	8
1008216701	KIR2DS3	0.459522	heterozygosis: unknown	8
1009228901	KIR2DS5	0.000000	heterozygosis: unknown	9
1009228901	KIR2DS3	0.000000	heterozygosis: unknown	9
1013617501	KIR2DS5	0.000000	heterozygosis: unknown	10
1013617501	KIR2DS3	0.000000	heterozygosis: unknown	10
1016611301	KIR2DS5	0.000000	heterozygosis: unknown	11
1016611301	KIR2DS3	0.342215	heterozygosis: unknown	11
1019621702	KIR2DS5	0.000000	heterozygosis: unknown	12
1019621702	KIR2DS3	0.000000	heterozygosis: unknown	12
1020330101	KIR2DS5	0.000000	heterozygosis: unknown	13
1020330101	KIR2DS3	0.000000	heterozygosis: unknown	13
102116021	KIR2DS5	0.000000	heterozygosis: unknown	14
102116021	KIR2DS3	0.000000	heterozygosis: unknown	14
1026319101	KIR2DS5	0.000000	heterozygosis: unknown	15
1026319101	KIR2DS3	0.000000	heterozygosis: unknown	15
1029307901	KIR2DS5	0.000000	heterozygosis: unknown	16
1029307901	KIR2DS3	0.000000	heterozygosis: unknown	16
1038800301	KIR2DS5	0.000000	heterozygosis: unknown	17
1038800301	KIR2DS3	0.401512	heterozygosis: unknown	17
1039801301	KIR2DS5	0.000000	heterozygosis: unknown	18
1039801301	KIR2DS3	0.000000	heterozygosis: unknown	18
104116082	KIR2DS5	0.000000	heterozygosis: unknown	19
104116082	KIR2DS3	0.000000	heterozygosis: unknown	19
1041302101	KIR2DS5	0.000000	heterozygosis: unknown	20
1041302101	KIR2DS3	0.000000	heterozygosis: unknown	20
1042404301	KIR2DS5	0.000000	heterozygosis: unknown	21
1042404301	KIR2DS3	0.368812	heterozygosis: unknown	21
1044307701	KIR2DS5	0.000000	heterozygosis: unknown	22
1044307701	KIR2DS3	0.000000	heterozygosis: unknown	22
1047326101	KIR2DS5	0.000000	heterozygosis: unknown	23
1047326101	KIR2DS3	0.000000	heterozygosis: unknown	23
1051007301	KIR2DS5	0.000000	heterozygosis: unknown	24
