Sample	Gene	Ratio	Heterozygosis	Order
280905041	LILRB1	0.289281	heterozygosis: unknown	1
210800083	LILRB1	0.303364	heterozygosis: unknown	2
438800029	LILRB1	0.336243	heterozygosis: unknown	3
836930072	LILRB1	0.336820	heterozygosis: unknown	4
16907052	LILRB1	0.337684	heterozygosis: unknown	5
177023091	LILRB1	0.346381	heterozygosis: unknown	6
210800012	LILRB1	0.349134	heterozygosis: unknown	7
428046012	LILRB1	0.349577	heterozygosis: yes (>2)	8
215712101	LILRB1	0.354998	heterozygosis: yes (1-2)	9
210800117	LILRB1	0.356219	heterozygosis: unknown	10
381016011	LILRB1	0.360276	heterozygosis: yes (>2)	11
416215041	LILRB1	0.360980	heterozygosis: yes (1-2)	12
1243300102	LILRB1	0.361310	heterozygosis: yes (1-2)	13
258801022	LILRB1	0.362073	heterozygosis: unknown	14
210800125	LILRB1	0.363122	heterozygosis: unknown	15
210800094	LILRB1	0.364234	heterozygosis: yes (1-2)	16
210800119	LILRB1	0.365934	heterozygosis: unknown	17
1013617501	LILRB1	0.366047	heterozygosis: unknown	18
210800010	LILRB1	0.366648	heterozygosis: yes (>2)	19
10227052	LILRB1	0.368295	heterozygosis: unknown	20
1238224501	LILRB1	0.369192	heterozygosis: unknown	21
865000557	LILRB1	0.370573	heterozygosis: unknown	22
510512061	LILRB1	0.371015	heterozygosis: unknown	23
1014604901	LILRB1	0.371433	heterozygosis: yes (1-2)	24
1190114802	LILRB1	0.372230	heterozygosis: yes (1-2)	25
143709042	LILRB1	0.372277	heterozygosis: unknown	26
547000448	LILRB1	0.372587	heterozygosis: yes (1-2)	27
1105309301	LILRB1	0.373101	heterozygosis: unknown	28
1178609102	LILRB1	0.374319	heterozygosis: unknown	29
1204538102	LILRB1	0.374511	heterozygosis: yes (>2)	30
210800044	LILRB1	0.374641	heterozygosis: yes (1-2)	31
1101303201	LILRB1	0.375065	heterozygosis: yes (1-2)	32
670208081	LILRB1	0.375503	heterozygosis: unknown	33
693209051	LILRB1	0.376073	heterozygosis: yes (>2)	34
528900061	LILRB1	0.376493	heterozygosis: unknown	35
896105021	LILRB1	0.377574	heterozygosis: yes (1-2)	36
473700138	LILRB1	0.377940	heterozygosis: yes (1-2)	37
305100171	LILRB1	0.379193	heterozygosis: unknown	38
845112062	LILRB1	0.379260	heterozygosis: unknown	39
153206102	LILRB1	0.379918	heterozygosis: unknown	40
488428071	LILRB1	0.380445	heterozygosis: yes (1-2)	41
1339531301	LILRB1	0.382203	heterozygosis: yes (1-2)	42
327601041	LILRB1	0.383109	heterozygosis: unknown	43
889110131	LILRB1	0.384183	heterozygosis: yes (1-2)	44
647405102	LILRB1	0.384914	heterozygosis: yes (1-2)	45
271110101	LILRB1	0.385180	heterozygosis: yes (1-2)	46
210800033	LILRB1	0.385213	heterozygosis: unknown	47
683407031	LILRB1	0.386098	heterozygosis: yes (1-2)	48
1223818501	LILRB1	0.386098	heterozygosis: unknown	49
40126061	LILRB1	0.386102	heterozygosis: unknown	50
413620032	LILRB1	0.386391	heterozygosis: unknown	51
1026319101	LILRB1	0.387345	heterozygosis: unknown	52
1058009901	LILRB1	0.387418	heterozygosis: unknown	53
175020072	LILRB1	0.387994	heterozygosis: unknown	54
826605072	LILRB1	0.388182	heterozygosis: yes (>2)	55
1161560701	LILRB1	0.389047	heterozygosis: yes (>2)	56
666442081	LILRB1	0.389433	heterozygosis: yes (1-2)	57
1142112701	LILRB1	0.389675	heterozygosis: yes (>2)	58
863900061	LILRB1	0.390818	heterozygosis: yes (>2)	59
166919061	LILRB1	0.390901	heterozygosis: yes (1-2)	60
332205021	LILRB1	0.391282	heterozygosis: yes (>2)	61
53409011	LILRB1	0.391399	heterozygosis: unknown	62
445303031	LILRB1	0.391644	heterozygosis: yes (1-2)	63
665921081	LILRB1	0.391716	heterozygosis: yes (>2)	64
188711071	LILRB1	0.392843	heterozygosis: unknown	65
1261523701	LILRB1	0.393459	heterozygosis: yes (1-2)	66
881813041	LILRB1	0.393485	heterozygosis: yes (1-2)	67
1302824301	LILRB1	0.393846	heterozygosis: unknown	68
820000506	LILRB1	0.394184	heterozygosis: unknown	69
565126021	LILRB1	0.394541	heterozygosis: unknown	70
1127231901	LILRB1	0.394834	heterozygosis: unknown	71
695209021	LILRB1	0.395021	heterozygosis: yes (1-2)	72
575300031	LILRB1	0.395073	heterozygosis: yes (>2)	73
1053009701	LILRB1	0.395232	heterozygosis: yes (>2)	74
1264618401	LILRB1	0.395999	heterozygosis: yes (1-2)	75
105301031	LILRB1	0.396037	heterozygosis: yes (1-2)	76
600211031	LILRB1	0.396252	heterozygosis: yes (>2)	77
437202011	LILRB1	0.396256	heterozygosis: unknown	78
238218081	LILRB1	0.398566	heterozygosis: yes (1-2)	79
1088603301	LILRB1	0.398654	heterozygosis: yes (1-2)	80
503914062	LILRB1	0.398675	heterozygosis: yes (1-2)	81
229727101	LILRB1	0.398809	heterozygosis: unknown	82
1244303302	LILRB1	0.399578	heterozygosis: unknown	83
1139102501	LILRB1	0.400216	heterozygosis: yes (1-2)	84
569122051	LILRB1	0.400359	heterozygosis: yes (>2)	85
1168514701	LILRB1	0.400454	heterozygosis: unknown	86
803123042	LILRB1	0.401268	heterozygosis: unknown	87
210800064	LILRB1	0.401429	heterozygosis: yes (1-2)	88
1258529501	LILRB1	0.401473	heterozygosis: unknown	89
339028131	LILRB1	0.401475	heterozygosis: unknown	90
813016061	LILRB1	0.401727	heterozygosis: unknown	91
210800043	LILRB1	0.402257	heterozygosis: yes (1-2)	92
210800136	LILRB1	0.402404	heterozygosis: unknown	93
446303051	LILRB1	0.402979	heterozygosis: unknown	94
625528081	LILRB1	0.403100	heterozygosis: yes (1-2)	95
210800052	LILRB1	0.403390	heterozygosis: unknown	96
574003082	LILRB1	0.403545	heterozygosis: unknown	97
436200080	LILRB1	0.403942	heterozygosis: yes (>2)	98
671208082	LILRB1	0.404052	heterozygosis: yes (>2)	99
1092662101	LILRB1	0.404184	heterozygosis: unknown	100
210800026	LILRB1	0.404400	heterozygosis: yes (1-2)	101
210800091	LILRB1	0.405008	heterozygosis: unknown	102
