Sample	Gene	Ratio	Heterozygosis	Order
158718101	KIR3DP1	0.000000	heterozygosis: unknown	1
599208021	KIR3DP1	0.000000	heterozygosis: unknown	2
441206011	KIR3DP1	0.356236	heterozygosis: unknown	3
1227828901	KIR3DP1	0.357886	heterozygosis: unknown	4
41130012	KIR3DP1	0.374089	heterozygosis: unknown	5
1239325901	KIR3DP1	0.376793	heterozygosis: unknown	6
812023062	KIR3DP1	0.385757	heterozygosis: unknown	7
474730041	KIR3DP1	0.387301	heterozygosis: unknown	8
1013617501	KIR3DP1	0.401370	heterozygosis: unknown	9
174003031	KIR3DP1	0.411685	heterozygosis: unknown	10
1059310901	KIR3DP1	0.413088	heterozygosis: unknown	11
625528081	KIR3DP1	0.414010	heterozygosis: unknown	12
687912091	KIR3DP1	0.424899	heterozygosis: unknown	13
471201042	KIR3DP1	0.441824	heterozygosis: unknown	14
644417012	KIR3DP1	0.441880	heterozygosis: unknown	15
101106071	KIR3DP1	0.442116	heterozygosis: unknown	16
314300111	KIR3DP1	0.447870	heterozygosis: unknown	17
304100101	KIR3DP1	0.457125	heterozygosis: unknown	18
1137118901	KIR3DP1	0.464261	heterozygosis: unknown	19
150228101	KIR3DP1	0.469170	heterozygosis: unknown	20
210800093	KIR3DP1	0.475482	heterozygosis: unknown	21
656901101	KIR3DP1	0.479997	heterozygosis: unknown	22
103116022	KIR3DP1	0.480200	heterozygosis: unknown	23
667934102	KIR3DP1	0.484781	heterozygosis: unknown	24
26312102	KIR3DP1	0.493556	heterozygosis: unknown	25
155224111	KIR3DP1	0.497995	heterozygosis: unknown	26
513111021	KIR3DP1	0.502948	heterozygosis: unknown	27
360106052	KIR3DP1	0.505342	heterozygosis: unknown	28
1286518101	KIR3DP1	0.509563	heterozygosis: unknown	29
1092662101	KIR3DP1	0.513026	heterozygosis: unknown	30
191735081	KIR3DP1	0.523192	heterozygosis: unknown	31
600211031	KIR3DP1	0.524825	heterozygosis: unknown	32
862900051	KIR3DP1	0.525753	heterozygosis: unknown	33
84428022	KIR3DP1	0.528680	heterozygosis: unknown	34
1337513301	KIR3DP1	0.529643	heterozygosis: unknown	35
1344203301	KIR3DP1	0.533836	heterozygosis: unknown	36
1198546501	KIR3DP1	0.534852	heterozygosis: unknown	37
1127231901	KIR3DP1	0.548104	heterozygosis: unknown	38
210800081	KIR3DP1	0.550816	heterozygosis: unknown	39
509607121	KIR3DP1	0.552819	heterozygosis: unknown	40
38046011	KIR3DP1	0.559033	heterozygosis: unknown	41
197226051	KIR3DP1	0.559228	heterozygosis: unknown	42
1068305301	KIR3DP1	0.562397	heterozygosis: unknown	43
1146418701	KIR3DP1	0.562811	heterozygosis: unknown	44
504900367	KIR3DP1	0.566254	heterozygosis: unknown	45
558809011	KIR3DP1	0.578902	heterozygosis: unknown	46
185706052	KIR3DP1	0.593350	heterozygosis: unknown	47
1212203001	KIR3DP1	0.599205	heterozygosis: unknown	48
831205021	KIR3DP1	0.600260	heterozygosis: unknown	49
1111319301	KIR3DP1	0.601118	heterozygosis: unknown	50
215712101	KIR3DP1	0.629623	heterozygosis: unknown	51
1027328701	KIR3DP1	0.665729	heterozygosis: unknown	52
1002209901	KIR3DP1	0.670491	heterozygosis: unknown	53
698300155	KIR3DP1	0.690300	heterozygosis: unknown	54
665921081	KIR3DP1	0.696367	heterozygosis: unknown	55
1119561901	KIR3DP1	0.705118	heterozygosis: unknown	56
1072310801	KIR3DP1	0.716244	heterozygosis: unknown	57
1095415601	KIR3DP1	0.719210	heterozygosis: unknown	58
338015051	KIR3DP1	0.721040	heterozygosis: unknown	59
373100091	KIR3DP1	0.727118	heterozygosis: yes (1-2)	60
428046012	KIR3DP1	0.730818	heterozygosis: unknown	61
615800019	KIR3DP1	0.737765	heterozygosis: unknown	62
538224061	KIR3DP1	0.741738	heterozygosis: unknown	63
818918011	KIR3DP1	0.741941	heterozygosis: unknown	64
245309062	KIR3DP1	0.742732	heterozygosis: yes (1-2)	65
645401031	KIR3DP1	0.747642	heterozygosis: yes (1-2)	66
