Sample	Gene	Ratio	Heterozygosis	Order
1128125001	KIR3DL2	0.000000	heterozygosis: unknown	1
168921021	KIR3DL2	0.299703	heterozygosis: unknown	2
228901052	KIR3DL2	0.356245	heterozygosis: unknown	3
1104308401	KIR3DL2	0.387644	heterozygosis: unknown	4
685903011	KIR3DL2	0.408520	heterozygosis: unknown	5
195211032	KIR3DL2	0.421093	heterozygosis: unknown	6
1286518101	KIR3DL2	0.423723	heterozygosis: unknown	7
155224111	KIR3DL2	0.432202	heterozygosis: unknown	8
446303051	KIR3DL2	0.437080	heterozygosis: unknown	9
816400231	KIR3DL2	0.437490	heterozygosis: unknown	10
644417012	KIR3DL2	0.441970	heterozygosis: yes (1-2)	11
26312102	KIR3DL2	0.446811	heterozygosis: yes (1-2)	12
15843041	KIR3DL2	0.448549	heterozygosis: unknown	13
1238224501	KIR3DL2	0.463963	heterozygosis: unknown	14
378900081	KIR3DL2	0.466412	heterozygosis: unknown	15
1288305901	KIR3DL2	0.467904	heterozygosis: unknown	16
67903011	KIR3DL2	0.471792	heterozygosis: unknown	17
1155216701	KIR3DL2	0.472183	heterozygosis: unknown	18
862900051	KIR3DL2	0.473972	heterozygosis: unknown	19
467000378	KIR3DL2	0.481814	heterozygosis: unknown	20
612206051	KIR3DL2	0.506724	heterozygosis: unknown	21
651923072	KIR3DL2	0.514092	heterozygosis: unknown	22
189711051	KIR3DL2	0.541208	heterozygosis: unknown	23
17912032	KIR3DL2	0.542686	heterozygosis: unknown	24
581020052	KIR3DL2	0.578025	heterozygosis: unknown	25
351944071	KIR3DL2	0.590451	heterozygosis: unknown	26
1114222501	KIR3DL2	0.613630	heterozygosis: unknown	27
831205021	KIR3DL2	0.613782	heterozygosis: yes (1-2)	28
197226051	KIR3DL2	0.619991	heterozygosis: unknown	29
1329603702	KIR3DL2	0.633372	heterozygosis: yes (1-2)	30
1095415601	KIR3DL2	0.637046	heterozygosis: unknown	31
210800083	KIR3DL2	0.639711	heterozygosis: yes (1-2)	32
84428022	KIR3DL2	0.662280	heterozygosis: yes (1-2)	33
1305612401	KIR3DL2	0.681125	heterozygosis: unknown	34
177023091	KIR3DL2	0.685221	heterozygosis: yes (1-2)	35
1283622602	KIR3DL2	0.687298	heterozygosis: yes (1-2)	36
165919051	KIR3DL2	0.688461	heterozygosis: yes (1-2)	37
271110101	KIR3DL2	0.692712	heterozygosis: unknown	38
1204538102	KIR3DL2	0.693124	heterozygosis: yes (1-2)	39
416215041	KIR3DL2	0.698060	heterozygosis: yes (1-2)	40
438800029	KIR3DL2	0.700227	heterozygosis: unknown	41
570122061	KIR3DL2	0.701228	heterozygosis: yes (1-2)	42
289911091	KIR3DL2	0.716115	heterozygosis: unknown	43
610503102	KIR3DL2	0.720173	heterozygosis: unknown	44
1125533701	KIR3DL2	0.720600	heterozygosis: yes (1-2)	45
1129125002	KIR3DL2	0.721634	heterozygosis: yes (1-2)	46
1307701101	KIR3DL2	0.726126	heterozygosis: yes (1-2)	47
318933021	KIR3DL2	0.731701	heterozygosis: unknown	48
620523031	KIR3DL2	0.732711	heterozygosis: unknown	49
461911071	KIR3DL2	0.733399	heterozygosis: yes (1-2)	50
210800061	KIR3DL2	0.733968	heterozygosis: yes (1-2)	51
362105011	KIR3DL2	0.734086	heterozygosis: yes (1-2)	52
366123012	KIR3DL2	0.742636	heterozygosis: yes (1-2)	53
618502071	KIR3DL2	0.746273	heterozygosis: unknown	54
142707081	KIR3DL2	0.746999	heterozygosis: yes (1-2)	55
188711071	KIR3DL2	0.748237	heterozygosis: yes (1-2)	56
486425051	KIR3DL2	0.749522	heterozygosis: yes (>2)	57
1166506501	KIR3DL2	0.754417	heterozygosis: yes (1-2)	58
210800125	KIR3DL2	0.754794	heterozygosis: yes (1-2)	59
436200080	KIR3DL2	0.755237	heterozygosis: yes (1-2)	60
1132140901	KIR3DL2	0.759608	heterozygosis: yes (1-2)	61
590000426	KIR3DL2	0.760929	heterozygosis: yes (1-2)	62
210800033	KIR3DL2	0.761276	heterozygosis: yes (>2)	63
1003210301	KIR3DL2	0.761619	heterozygosis: unknown	64
210800050	KIR3DL2	0.761749	heterozygosis: unknown	65
105301031	KIR3DL2	0.762035	heterozygosis: yes (>2)	66
243607091	KIR3DL2	0.762061	heterozygosis: yes (1-2)	67
1036806701	KIR3DL2	0.764209	heterozygosis: yes (1-2)	68
1062301301	KIR3DL2	0.764309	heterozygosis: unknown	69
659404021	KIR3DL2	0.765140	heterozygosis: yes (1-2)	70
1330617501	KIR3DL2	0.765303	heterozygosis: unknown	71
280905041	KIR3DL2	0.765445	heterozygosis: yes (1-2)	72
64404101	KIR3DL2	0.767029	heterozygosis: yes (1-2)	73
1035816701	KIR3DL2	0.769016	heterozygosis: yes (1-2)	74
214709101	KIR3DL2	0.769400	heterozygosis: unknown	75
842112081	KIR3DL2	0.769904	heterozygosis: yes (1-2)	76
153206102	KIR3DL2	0.773156	heterozygosis: yes (1-2)	77
174003031	KIR3DL2	0.775080	heterozygosis: unknown	78
55911051	KIR3DL2	0.776675	heterozygosis: yes (1-2)	79
431106051	KIR3DL2	0.777080	heterozygosis: yes (1-2)	80
210800119	KIR3DL2	0.777114	heterozygosis: yes (1-2)	81
1161560701	KIR3DL2	0.777825	heterozygosis: yes (1-2)	82
404808011	KIR3DL2	0.777892	heterozygosis: yes (1-2)	83
40126061	KIR3DL2	0.778014	heterozygosis: yes (1-2)	84
1013617501	KIR3DL2	0.780373	heterozygosis: yes (>2)	85
665921081	KIR3DL2	0.781931	heterozygosis: unknown	86
190731091	KIR3DL2	0.781976	heterozygosis: yes (1-2)	87
107301101	KIR3DL2	0.785455	heterozygosis: yes (1-2)	88
574003082	KIR3DL2	0.786833	heterozygosis: yes (>2)	89
53409011	KIR3DL2	0.786869	heterozygosis: yes (1-2)	90
891400031	KIR3DL2	0.786894	heterozygosis: unknown	91
376100111	KIR3DL2	0.787564	heterozygosis: unknown	92
1018621701	KIR3DL2	0.789052	heterozygosis: yes (1-2)	93
210800139	KIR3DL2	0.789572	heterozygosis: unknown	94
1223818501	KIR3DL2	0.790163	heterozygosis: unknown	95
840007041	KIR3DL2	0.790344	heterozygosis: unknown	96
18912051	KIR3DL2	0.790389	heterozygosis: yes (1-2)	97
417218092	KIR3DL2	0.791848	heterozygosis: yes (1-2)	98
1167510101	KIR3DL2	0.793493	heterozygosis: yes (1-2)	99
210800012	KIR3DL2	0.796944	heterozygosis: yes (1-2)	100
631000405	KIR3DL2	0.797158	heterozygosis: yes (1-2)	101
106301032	KIR3DL2	0.797284	heterozygosis: yes (1-2)	102
141707011	KIR3DL2	0.797480	heterozygosis: unknown	103
507933012	KIR3DL2	0.797633	heterozygosis: yes (>2)	104
441206011	KIR3DL2	0.797656	heterozygosis: yes (1-2)	105
210800021	KIR3DL2	0.799341	heterozygosis: unknown	106
1206552501	KIR3DL2	0.800082	heterozygosis: yes (1-2)	107
1190114802	KIR3DL2	0.800420	heterozygosis: unknown	108
1058009901	KIR3DL2	0.800505	heterozygosis: yes (1-2)	109
210800136	KIR3DL2	0.801253	heterozygosis: unknown	110
1048328901	KIR3DL2	0.801677	heterozygosis: yes (1-2)	111
355101021	KIR3DL2	0.802771	heterozygosis: yes (>2)	112
533802051	KIR3DL2	0.803420	heterozygosis: unknown	113
261805051	KIR3DL2	0.803991	heterozygosis: yes (1-2)	114
210800057	KIR3DL2	0.805009	heterozygosis: yes (1-2)	115
3173319102	KIR3DL2	0.805282	heterozygosis: unknown	116
219208092	KIR3DL2	0.805756	heterozygosis: yes (1-2)	117
238218081	KIR3DL2	0.805869	heterozygosis: unknown	118
1211205401	KIR3DL2	0.806293	heterozygosis: yes (1-2)	119
881813041	KIR3DL2	0.806338	heterozygosis: unknown	120
1159519001	KIR3DL2	0.806549	heterozygosis: yes (1-2)	121
576000031	KIR3DL2	0.808235	heterozygosis: unknown	122
428046012	KIR3DL2	0.808388	heterozygosis: yes (1-2)	123
113306062	KIR3DL2	0.808823	heterozygosis: yes (1-2)	124
210800064	KIR3DL2	0.808975	heterozygosis: yes (1-2)	125
1022306301	KIR3DL2	0.809443	heterozygosis: yes (>2)	126
837001011	KIR3DL2	0.809888	heterozygosis: yes (1-2)	127
1055016301	KIR3DL2	0.810138	heterozygosis: yes (1-2)	128
625528081	KIR3DL2	0.810788	heterozygosis: yes (>2)	129
1061309301	KIR3DL2	0.811597	heterozygosis: unknown	130
1187601202	KIR3DL2	0.812030	heterozygosis: unknown	131
601211052	KIR3DL2	0.812203	heterozygosis: yes (1-2)	132
615800019	KIR3DL2	0.812577	heterozygosis: unknown	133
477714051	KIR3DL2	0.813055	heterozygosis: yes (1-2)	134
42140012	KIR3DL2	0.813899	heterozygosis: yes (1-2)	135
521601061	KIR3DL2	0.815222	heterozygosis: yes (1-2)	136
408000441	KIR3DL2	0.818028	heterozygosis: yes (1-2)	137
237218082	KIR3DL2	0.818561	heterozygosis: yes (>2)	138
894207061	KIR3DL2	0.819852	heterozygosis: yes (1-2)	139
636902031	KIR3DL2	0.819902	heterozygosis: unknown	140
