Sample	Gene	Ratio	Heterozygosis	Order
100102082	KIR2DL5AB	0.000000	heterozygosis: unknown	1
1002209901	KIR2DL5AB	0.000000	heterozygosis: unknown	2
1005214101	KIR2DL5AB	0.000000	heterozygosis: unknown	3
1009228901	KIR2DL5AB	0.000000	heterozygosis: unknown	4
1013617501	KIR2DL5AB	0.000000	heterozygosis: unknown	5
1019621702	KIR2DL5AB	0.000000	heterozygosis: unknown	6
1020330101	KIR2DL5AB	0.000000	heterozygosis: unknown	7
102116021	KIR2DL5AB	0.000000	heterozygosis: unknown	8
1026319101	KIR2DL5AB	0.000000	heterozygosis: unknown	9
1029307901	KIR2DL5AB	0.000000	heterozygosis: unknown	10
1039801301	KIR2DL5AB	0.000000	heterozygosis: unknown	11
104116082	KIR2DL5AB	0.000000	heterozygosis: unknown	12
1041302101	KIR2DL5AB	0.000000	heterozygosis: unknown	13
1044307701	KIR2DL5AB	0.000000	heterozygosis: unknown	14
1047326101	KIR2DL5AB	0.000000	heterozygosis: unknown	15
1053009701	KIR2DL5AB	0.000000	heterozygosis: unknown	16
1058009901	KIR2DL5AB	0.000000	heterozygosis: unknown	17
1061309301	KIR2DL5AB	0.000000	heterozygosis: unknown	18
1065307801	KIR2DL5AB	0.000000	heterozygosis: unknown	19
1069305601	KIR2DL5AB	0.000000	heterozygosis: unknown	20
1070309701	KIR2DL5AB	0.000000	heterozygosis: unknown	21
1074415201	KIR2DL5AB	0.000000	heterozygosis: unknown	22
1075415202	KIR2DL5AB	0.000000	heterozygosis: unknown	23
1078415001	KIR2DL5AB	0.000000	heterozygosis: unknown	24
1088603301	KIR2DL5AB	0.000000	heterozygosis: unknown	25
1091616501	KIR2DL5AB	0.000000	heterozygosis: unknown	26
109303083	KIR2DL5AB	0.000000	heterozygosis: unknown	27
1094410202	KIR2DL5AB	0.000000	heterozygosis: unknown	28
1095415601	KIR2DL5AB	0.000000	heterozygosis: unknown	29
1096407801	KIR2DL5AB	0.000000	heterozygosis: unknown	30
1097223901	KIR2DL5AB	0.000000	heterozygosis: unknown	31
1098222101	KIR2DL5AB	0.000000	heterozygosis: unknown	32
1101303201	KIR2DL5AB	0.000000	heterozygosis: unknown	33
